2,20,352,1
1,11,971,1
1,9,337,1
9,10,331,1
1,9,318,1
3,13,352,1
21,11,336,1
11,14,421,1
19,19,336,1
9,16,421,1
2,15,197,1
1,16,160,1
13,9,0,1
4,17,346,1
2,9,335,1
3,5,336,1
9,17,331,1
2,8,336,1
2,7,485,1
2,13,331,1
23,19,336,1
4,22,675,2
2,19,346,1
2,14,336,1
2,15,335,1
2,22,346,1
4,15,346,1
12,8,0,1
4,12,346,1
1,16,417,1
4,13,335,1
3,14,324,1
1,11,141,1
14,20,537,2
8,13,335,1
4,9,331,1
4,13,336,1
1,8,336,1
1,17,223,1
2,17,336,1
6,10,0,1
2,10,331,1
1,11,336,1
2,17,336,1
6,14,336,1
6,8,336,1
2,17,324,1
1,10,486,1
8,22,231,2
2,17,334,1
2,8,393,1
2,21,485,1
10,18,0,1
2,20,165,1
3,14,336,1
13,9,331,1
7,13,346,1
11,17,322,1
2,12,336,1
2,17,485,1
3,16,352,1
1,10,337,1
3,16,0,1
1,13,333,1
2,19,447,1
2,17,225,1
6,17,485,1
2,20,381,1
2,11,312,1
4,14,331,1
2,8,336,1
2,13,417,1
3,19,390,1
1,10,312,1
14,16,337,1
2,21,336,1
10,16,316,1
12,14,482,1
1,17,441,1
1,13,485,1
3,4,336,1
4,11,798,1
7,12,336,1
1,19,446,1
1,18,352,1
4,13,221,1
6,10,336,1
3,21,324,1
2,19,352,1
1,22,232,1
1,9,336,1
3,21,161,1
1,9,447,1
5,16,336,1
1,13,393,1
1,8,223,1
2,20,336,1
2,8,485,1
4,18,346,1
1,15,337,1
26,2,236,2
1,8,278,1
3,16,331,1
2,11,336,1
1,11,417,1
1,15,336,1
5,13,346,1
4,20,334,1
3,19,324,1
2,9,336,1
1,17,336,1
2,18,421,1
6,9,336,1
2,14,346,1
6,11,336,1
5,18,407,1
2,8,336,1
24,9,336,1
2,6,417,1
12,10,349,1
4,22,336,1
2,21,216,2
2,3,346,1
6,15,336,1
2,9,482,1
1,14,336,1
2,10,336,1
1,15,333,1
2,16,485,1
1,8,331,1
2,18,486,1
2,21,339,1
5,17,961,1
1,10,336,1
2,19,336,1
5,10,0,1
2,21,962,1
2,8,336,1
43,3,235,2
2,0,337,1
1,18,417,1
2,17,336,1
2,15,232,1
16,17,336,1
1,18,223,1
9,12,336,1
1,20,346,1
3,13,336,1
36,20,252,2
10,17,184,1
2,12,336,1
5,19,334,1
4,15,557,1
8,14,337,1
2,17,324,1
2,17,324,1
2,10,417,1
5,18,485,1
2,8,485,1
14,11,336,1
2,17,376,1
12,18,334,1
14,21,349,1
2,16,336,1
1,11,332,1
1,20,336,1
2,9,421,1
3,14,336,1
2,19,442,1
2,11,324,1
2,14,491,1
1,15,390,1
3,16,337,1
2,18,346,1
1,14,336,1
2,14,328,1
1,13,170,1
2,8,336,1
2,15,336,1
1,13,961,1
2,17,488,1
2,8,336,1
1,14,791,1
2,12,486,1
4,17,331,1
2,7,678,1
8,18,225,1
2,22,486,1
1,15,333,1
1,10,332,1
1,9,336,1
1,18,337,1
2,15,487,1
4,12,0,1
3,2,225,1
1,10,336,1
5,17,417,1
7,14,336,1
1,14,351,1
2,0,485,1
4,17,336,1
4,19,336,1
2,19,336,1
7,14,231,1
5,10,336,1
7,10,336,1
14,2,377,2
11,10,336,1
2,19,336,1
4,7,336,1
1,9,0,1
7,22,377,2
1,4,130,1
5,17,324,1
8,16,336,1
2,14,452,1
2,10,334,1
6,19,336,1
6,1,252,2
2,20,486,1
4,20,336,1
6,19,370,1
1,18,225,1
4,10,346,1
2,3,639,1
8,10,324,1
4,20,336,1
2,17,336,1
1,7,346,1
3,9,485,1
6,16,336,1
4,12,486,1
1,20,407,1
7,16,336,1
1,9,377,1
4,16,349,1
3,10,346,1
6,16,336,1
2,14,332,1
1,8,229,1
10,17,186,1
1,9,336,1
5,12,191,1
6,12,971,1
1,2,351,1
3,11,421,1
1,15,491,1
9,16,346,1
1,16,339,1
1,21,486,1
2,14,502,2
2,22,336,1
1,16,590,1
15,18,262,1
11,19,263,1
2,18,336,1
8,12,331,1
1,15,0,1
2,14,334,1
27,16,223,1
3,2,212,2
3,9,222,1
1,10,486,1
2,19,336,1
2,2,346,1
3,9,318,1
13,15,482,1
6,18,334,1
2,8,331,1
3,7,417,1
4,16,349,1
4,17,322,1
2,9,346,1
1,12,346,1
1,17,336,1
2,16,262,1
7,18,412,1
13,11,225,1
6,19,346,1
3,11,336,1
9,1,336,1
2,14,225,1
4,15,223,1
16,12,336,1
2,9,0,1
624,1,235,2
1,19,0,1
2,12,377,1
2,15,346,1
1,20,0,1
1,9,352,1
4,20,441,1
4,16,417,1
2,18,339,1
1,23,346,1
1,22,263,2
6,6,336,1
2,16,336,1
1,15,336,1
11,15,336,1
3,22,336,1
3,6,346,1
2946,2,263,2
3,13,225,1
1,21,336,1
2,16,346,1
1,9,164,1
6,10,335,1
3,12,336,1
1,19,337,1
3,13,336,1
7,1,221,2
3,16,336,1
1,13,352,1
3,13,393,1
9,23,336,1
2,12,324,1
2,15,336,1
7,18,336,1
1,16,336,1
2,16,336,1
1,9,352,1
28,23,372,1
1,8,333,1
10,11,316,1
2,0,225,1
149,10,336,1
1,18,336,1
1,16,336,1
19,10,336,1
5,17,223,1
3,1,212,2
3,19,225,1
2,8,223,1
4,11,332,1
2,10,336,1
2,14,555,1
2,10,447,1
2,15,346,1
1,0,337,1
2,15,223,1
5,9,336,1
1,8,336,1
1,9,111,1
3,20,346,1
2,9,223,1
2,20,324,1
1,10,393,1
70,9,537,1
2,17,485,1
30,18,213,1
2,15,337,1
5,17,334,1
4,12,352,1
1,20,337,1
1,13,798,1
2,19,324,1
2,16,346,1
6,10,337,1
3,10,971,1
2,18,122,1
2,14,485,1
2,14,334,1
4,20,346,1
2,20,339,1
2,14,485,1
4,14,336,1
4,9,229,1
4,12,241,1
1,10,491,1
9,18,336,1
2,11,336,1
1,17,170,1
11,12,336,1
2,13,336,1
9,18,322,1
1,18,640,1
5,17,0,1
2,9,336,1
31,1,297,2
1,22,123,1
1,0,225,1
2,11,335,1
5,10,336,1
2,11,336,1
2,15,197,1
6,14,224,1
27,18,213,1
8,18,485,1
3,12,336,1
6,16,486,1
1,9,971,1
2,12,349,1
2,14,336,1
8,13,346,1
6,0,336,1
1,18,441,1
2,12,237,1
2,15,961,1
1,17,136,1
1,12,905,1
3,9,243,1
5,12,333,1
2,10,216,1
21,20,235,2
1,14,225,1
2,20,485,1
1,20,226,1
3,13,336,1
4,9,349,1
1,8,971,1
2,14,225,1
4,10,346,1
4,16,336,1
1,15,336,1
2,17,336,1
4,14,336,1
1,17,331,1
2,19,336,1
2,10,421,1
1,16,336,1
2,13,485,1
3,12,521,1
11,12,393,1
2,14,486,1
20,19,331,1
1,9,331,1
7,9,0,1
2,20,346,1
2,15,346,1
12,13,336,1
2,20,336,1
12,12,346,1
2,10,485,1
2,4,336,1
12,9,331,1
15,18,186,1
1,19,393,1
1,15,334,1
2,14,346,1
2,13,337,1
1,12,337,1
1,11,407,1
6,15,194,1
2,8,352,1
7,9,336,1
2,9,336,1
8,11,336,1
2,10,486,1
5,15,331,1
4,16,331,1
1,18,333,1
1,13,493,1
1,15,491,1
1,11,336,1
2,12,441,1
1,10,337,1
2,14,216,1
2,23,336,1
5,13,336,1
5,0,336,1
2,11,349,1
1,23,237,1
4,20,393,1
2,14,225,1
3,16,971,1
3,14,352,1
1,17,336,1
2,11,346,1
2,11,346,1
1,19,336,1
2,22,336,1
4,21,486,1
2,19,486,1
1,15,971,1
2,19,336,1
2,15,225,1
9,9,331,1
2,8,352,1
30,12,336,1
1,13,235,1
1,19,485,1
6,19,336,1
2,8,331,1
15,15,334,1
1,12,352,1
1,14,213,1
5,20,333,1
2,13,336,1
2,16,336,1
2,11,336,1
20,12,235,2
3,11,336,1
2,23,237,1
1,11,417,1
2,9,336,1
1,13,485,1
1,18,221,1
2,22,336,1
2,12,336,1
3,10,331,1
6,16,312,1
14,10,407,1
1,8,331,1
2,11,525,1
31,19,346,1
1,19,132,1
3,22,336,1
2,11,488,1
1,22,336,1
1,11,278,1
3,10,336,1
2,9,331,1
3,15,336,1
6,19,349,1
3,11,221,1
3,17,225,1
7,9,223,1
8,18,336,1
1,22,181,1
4,22,224,2
2,12,346,1
1,11,500,1
2,11,335,1
3,15,486,1
4,16,336,1
3,10,337,1
19,11,421,1
2,10,487,1
1,16,324,1
2,17,331,1
1,17,357,1
8,12,346,1
1,11,346,1
5,11,221,1
3,10,447,1
3,18,324,1
2,19,485,1
3,17,331,1
2,11,967,1
6,17,331,1
2,11,333,1
2,15,485,1
2,19,336,1
2,9,337,1
1,12,346,1
35,2,224,2
1,16,337,1
5,11,346,1
15,21,316,1
1,14,688,1
2,17,336,1
18,13,336,1
3,16,336,1
2,8,487,1
4,20,336,1
1,22,485,1
1,10,337,1
3,14,337,1
2,20,225,1
3,10,337,1
11,20,485,1
1,22,485,1
1,17,324,1
2,18,485,1
2,12,393,1
4,9,447,1
2,17,346,1
1,12,417,1
6,17,337,1
2,14,161,1
1,9,337,1
2,19,151,1
1,6,487,1
2,15,487,1
6,14,336,1
2,3,336,1
5,12,336,1
10,17,334,1
4,20,336,1
1,13,447,1
3,22,336,1
2,9,337,1
4,13,336,1
1,20,336,1
7,9,336,1
2,11,336,1
3,13,590,1
1,13,337,1
8,19,337,1
3,17,336,1
1,16,336,1
2,12,337,1
4,16,359,1
10,19,421,1
2,14,352,1
1,13,324,1
1,3,221,1
4,16,336,1
16,12,336,1
2,9,407,1
5,19,346,1
1,17,0,1
2,11,336,1
18,13,393,1
2,18,412,1
4,0,161,1
7,17,336,1
3,0,336,1
2,15,346,1
3,15,333,1
15,10,331,1
3,11,336,1
3,18,537,1
4,17,335,1
4,19,336,1
2,20,331,1
4,12,393,1
2,15,331,1
1,14,417,1
1,17,390,1
2,19,336,1
8,16,349,1
1,17,170,1
6,23,241,1
33,10,331,1
2,17,339,1
13,18,336,1
4,18,336,1
1,11,352,1
6,14,336,1
1,14,962,1
2,8,336,1
1,19,337,1
2,13,346,1
1,23,337,1
2,12,485,1
2,9,262,1
2,21,337,1
1,19,485,1
2,9,332,1
6,8,485,1
1,21,220,1
4,17,336,1
8,17,331,1
1,12,336,1
6,11,336,1
9,10,336,1
3,10,336,1
1,20,519,1
2,2,336,1
2,19,346,1
1,9,537,1
18,10,331,1
4,18,334,1
14,23,336,1
2,16,336,1
2,16,324,1
3,22,346,1
2,22,336,1
1,16,122,1
4,9,336,1
5,13,336,1
9,8,407,1
3,11,336,1
4,4,336,1
1,12,312,1
1,10,331,1
7,10,0,1
6,11,324,1
2,22,226,1
2,17,337,1
4,11,324,1
14,18,336,1
2,17,336,1
4,10,321,1
3,18,336,1
2,8,629,1
1,15,333,1
3,14,324,1
2,9,421,1
2,20,336,1
3,15,336,1
2,22,447,1
1,21,381,2
2,17,0,1
3,11,336,1
1,20,346,1
1,18,393,1
1,22,971,1
2,11,336,1
1,11,390,1
7,12,798,1
6,11,421,1
4,18,336,1
4,17,485,1
1,12,798,1
3,10,352,1
2,9,346,1
11,14,421,1
1,21,351,1
9,20,336,1
2,8,336,1
2,9,349,1
8,11,971,1
6,10,349,1
1,21,665,1
1,10,336,1
16,21,336,1
2,21,324,1
2,12,346,1
2,23,324,1
2,18,324,1
2,21,223,1
2,2,0,1
1,11,0,1
1,9,216,1
2,14,398,1
14,20,336,1
10,19,486,1
1,14,316,1
7,16,336,1
142,5,297,2
2,22,334,1
2,14,336,1
1,9,312,1
1,17,337,1
2,16,485,1
1,17,485,1
7,20,334,1
2,18,243,1
2,13,346,1
2,18,336,1
3,21,483,1
27,17,336,1
15,13,324,1
2,15,485,1
2,7,336,1
1,20,235,1
49,7,534,2
1,11,346,1
2,15,485,1
6,15,337,1
3,14,336,1
12,12,225,1
1,20,336,1
3,9,491,1
12,14,0,1
9,18,331,1
2,22,420,1
3,21,336,1
1,17,331,1
3,12,485,1
1,14,417,1
13,13,336,1
6,11,331,1
1,9,216,1
1,9,971,1
3,8,336,1
2,10,337,1
1,9,337,1
11,8,336,1
2,9,0,1
1,15,549,1
1,17,201,1
1,16,614,1
75,10,537,1
1,17,487,1
7,14,336,1
4,18,967,1
2,15,334,1
2,17,260,1
14,15,336,1
49,17,244,1
1,18,331,1
3,10,336,1
2,11,486,1
1,5,0,1
70,0,216,2
2,17,336,1
2,10,336,1
5,16,336,1
2,21,407,1
4,18,486,1
4,9,336,1
11,13,333,1
3,12,332,1
2,18,485,1
22,9,336,1
2,15,336,1
2,15,486,1
2,8,312,1
1,13,447,1
100,9,336,1
1,12,333,1
2,11,337,1
8,18,336,1
3,10,352,1
13,15,346,1
26,2,438,2
1,14,221,1
1,14,331,1
3,15,487,1
1,16,337,1
2,13,241,1
2,12,352,1
1,12,212,1
13,1,223,1
4,18,336,1
1,23,393,1
1,13,241,1
2,13,190,1
2,14,349,1
11,17,186,1
1,17,417,1
4,11,0,1
2,11,331,1
2,18,485,1
8,17,331,1
3,19,334,1
1,20,336,1
2,10,352,1
6,16,346,1
1,10,524,1
7,16,349,1
6,10,0,1
2,14,223,1
2,13,436,1
32,23,187,2
1,15,491,1
3,12,336,1
1,13,491,1
6,19,417,1
13,12,336,1
1,22,225,1
1,10,242,1
2,2,337,1
1,19,393,1
2,7,312,1
1,19,349,1
4,15,555,1
1,13,336,1
1,12,278,1
4,17,486,1
2,15,500,1
1,4,336,1
5,10,336,1
2,21,216,1
1,19,482,1
1,10,419,1
2,19,407,1
1,16,334,1
2,11,485,1
1,13,336,1
2,14,487,1
2,10,390,1
2,5,485,1
3,16,336,1
1,14,223,1
1,15,225,1
1,11,491,1
1,17,346,1
2,14,336,1
2,16,336,1
2,12,223,1
9,18,336,1
1,22,324,1
2,11,336,1
2,9,337,1
2,18,407,1
6,22,346,1
3,14,346,1
4,16,336,1
5,18,336,1
7,14,336,1
1,13,334,1
1,6,678,1
5,19,487,1
28,1,252,2
2,18,212,1
1,13,336,1
2,16,336,1
13,21,336,1
1,5,336,1
2,13,336,1
1,9,336,1
2,10,336,1
12,11,321,1
3,7,346,1
5,5,346,1
2,14,336,1
3,22,336,1
7,12,334,1
5,5,297,1
3,13,485,1
2,10,336,1
3,10,0,1
8,11,318,1
3,12,485,1
2,14,332,1
2,12,960,1
2,21,221,1
7,16,336,1
1,19,336,1
2,6,417,1
11,19,351,1
2,7,336,1
4,12,346,1
2,13,331,1
5,20,225,1
13,19,213,1
3,4,336,1
1,10,442,1
10,18,486,1
140,22,331,1
13,11,336,1
2,15,337,1
2,10,331,1
63,4,297,2
19,3,375,1
6,4,346,1
1,9,336,1
2,10,336,1
1,19,337,1
1,11,336,1
1,13,337,1
2,9,485,1
4,9,212,1
2,15,486,1
18,21,419,1
4,11,336,1
1,22,337,1
12,13,442,1
2,20,346,1
2,18,336,1
4,18,324,1
2,17,336,1
2,10,335,1
3,10,492,1
1,15,337,1
3,13,336,1
3,18,336,1
1,9,337,1
17,17,333,1
28,0,504,2
2,21,352,1
2,16,346,1
1,15,336,1
2,0,573,1
2,2,336,1
2,14,966,1
2,19,212,1
4,15,678,1
1,22,225,1
4,9,336,1
1,19,336,1
19,8,336,1
1,6,346,1
3,19,961,1
3,10,324,1
3,9,278,1
14,13,244,1
2,1,316,1
2,10,346,1
2,13,336,1
3,21,485,1
3,13,421,1
1,15,216,1
1,10,336,1
12,11,336,1
466,12,534,2
1,13,351,1
10,13,352,1
18,15,593,1
2,18,486,1
1,10,336,1
2,10,486,1
5,17,346,1
2,19,334,1
1,16,237,1
11,14,496,1
208,14,971,1
2,15,346,1
1,14,181,1
6,20,485,1
2,16,336,1
1,15,416,1
9,0,336,1
5,12,0,1
2,9,334,1
13,13,336,1
2,12,442,1
12,16,336,1
7,17,337,1
8,16,336,1
1,17,0,1
1,14,346,1
2,18,447,1
1,11,331,1
2,9,336,1
2,15,421,1
2,14,336,1
1,14,336,1
2,13,352,1
4,13,337,1
2,10,336,1
2,1,371,1
2,19,336,1
12,20,534,2
2,17,223,1
2,20,487,1
2,14,687,1
12,6,537,2
29,17,336,1
4,13,312,1
2,20,917,1
2,14,336,1
3,8,421,1
1,11,336,1
1,18,346,1
1,18,491,1
1,1,337,1
2,16,497,1
12,11,334,1
1,9,407,1
2,10,336,1
3,11,485,1
1,20,136,1
10,22,247,2
1,13,0,1
4,4,336,1
2,13,346,1
1,9,333,1
2,15,334,1
11,17,336,1
11,14,336,1
1,13,224,1
1,19,485,1
1,7,336,1
1,9,447,1
5,8,222,1
1,22,337,1
2,11,967,1
1,15,225,1
10,19,336,1
1,8,500,1
1,0,337,1
2,18,331,1
2,22,225,1
132,4,297,1
4,21,485,1
1,15,336,1
11,10,336,1
2,16,334,1
2,10,336,1
7,12,326,1
1,12,226,1
1,20,324,1
2,20,346,1
2,16,336,1
2,12,225,1
1,15,213,1
118,10,297,1
6,17,346,1
10,21,381,1
11,11,442,1
1,16,237,1
2,9,349,1
1,19,393,1
65,5,537,2
10,10,337,1
1,23,124,1
2,17,377,1
1,22,421,1
7,7,417,1
11,11,336,1
2,17,336,1
2,18,336,1
4,18,351,1
2,13,337,1
2,17,421,1
4,11,316,1
2,11,337,1
1,15,336,1
1,11,336,1
9,16,336,1
1,4,336,1
1,9,331,1
6,14,336,1
1,15,678,1
7,19,417,1
1,17,235,1
2,19,336,1
3,14,221,1
2,15,0,1
2,16,120,1
3,11,961,1
1,23,337,1
14,1,224,1
2,19,972,1
2,17,349,1
4,9,337,1
1,22,346,1
1,19,0,1
1,15,352,1
20,20,336,1
1,19,346,1
2,12,337,1
7,15,331,1
2,12,352,1
3,9,297,1
1,8,334,1
2,12,346,1
2,12,336,1
2,14,346,1
1,14,966,1
11,18,339,1
7,12,485,1
3,17,336,1
2,22,349,1
12,9,336,1
2,22,336,1
15,12,336,1
2,11,324,1
2,16,442,1
1,17,417,1
6,13,0,1
14,15,337,1
9,23,336,1
2,15,336,1
1,22,151,1
131,4,375,1
2,7,336,1
2,14,316,1
14,10,447,1
4,16,407,1
1,16,336,1
4,23,336,1
1,12,0,1
3,12,491,1
2,14,336,1
11,15,336,1
296,13,534,2
2,14,487,1
2,22,225,1
7,15,161,1
1,16,336,1
2,18,346,1
6,17,336,1
2,16,352,1
4,10,331,1
2,8,331,1
2,11,336,1
4,20,485,1
1,10,407,1
2,7,337,1
4,12,336,1
1,11,324,1
2,19,180,1
14,16,322,1
1,19,492,1
6,11,334,1
2,6,485,1
40,13,372,2
2,17,336,1
2,10,312,1
146,17,297,1
2,19,336,1
2,15,333,1
4,16,486,1
6,10,485,1
9,16,336,1
3,16,335,1
2,12,225,1
8,11,336,1
3,9,339,1
10,19,485,1
1,14,336,1
4,5,346,1
1,15,324,1
2,10,336,1
5,13,225,1
2,17,336,1
1,20,486,1
1,14,248,1
2,19,407,1
15,9,482,1
1,15,346,1
1,16,961,1
1,19,346,1
1,22,336,1
14,13,326,1
3,18,346,1
2,15,417,1
19,11,322,1
1,11,485,1
6,10,334,1
2,8,178,1
2,19,393,1
1,9,496,1
9,22,161,1
2,14,332,1
2,7,223,1
3,23,486,1
1,15,346,1
22,18,213,2
1,20,201,1
22,20,244,1
2,12,336,1
4,15,962,1
2,10,346,1
4,15,336,1
4,8,336,1
1,14,962,1
2,14,336,1
4,17,485,1
2,12,336,1
5,12,224,1
1,18,491,1
13,9,336,1
2,10,486,1
10,16,213,1
118,7,297,1
2,13,346,1
2,12,346,1
2,14,346,1
2,16,336,1
5,16,486,1
11,20,336,1
2,9,331,1
1,12,337,1
2,6,486,1
2,13,485,1
2,19,0,1
9,16,331,1
4,12,485,1
1,16,336,1
7,20,336,1
6,10,336,1
3,8,335,1
2,18,324,1
1,17,324,1
2,18,336,1
1,10,336,1
2,12,336,1
1,12,664,1
3,14,322,1
2,12,336,1
1,14,485,1
5,15,0,1
1,18,336,1
1,11,336,1
9,18,336,1
1,16,322,1
1,14,351,1
1,20,336,1
2,13,421,1
7,21,336,1
24,23,372,2
1,20,0,1
4,12,337,1
4,19,331,1
8,18,485,1
1,21,225,1
1,16,491,1
2,10,485,1
14,2,450,2
1,11,352,1
11,17,485,1
6,9,336,1
2,18,337,1
1,7,416,1
3,23,485,1
2,12,336,1
45,4,995,2
2,15,331,1
1,19,324,1
1,10,336,1
28,16,537,1
25,17,225,1
1,18,337,1
4,11,322,1
2,13,331,1
1,18,346,1
3,17,336,1
6,7,537,1
2,15,398,1
1,19,336,1
2,9,421,1
2,18,278,1
2,6,416,1
2,10,312,1
3,16,336,1
5,15,336,1
10,20,485,1
1,12,132,1
9,13,336,1
6,19,336,1
3,19,336,1
16,22,450,2
7,20,337,1
1,13,336,1
1,0,337,1
5,16,331,1
1,20,336,1
2,9,336,1
2,23,223,1
2,8,336,1
13,12,244,1
1,19,336,1
1,9,0,1
3,18,485,1
9,16,337,1
1,10,336,1
3,18,525,1
6,14,346,1
1,5,346,1
2,17,519,1
4,18,221,1
7,18,346,1
13,8,0,1
2,23,346,1
2,9,336,1
1,16,332,1
3,18,336,1
2,17,332,1
1,19,447,1
3,18,331,1
8,19,237,1
2,15,191,1
2,20,336,1
11,12,336,1
1,18,336,1
1,16,0,1
1,17,336,1
2,7,336,1
1,14,328,1
1,18,331,1
17,12,442,1
6,11,336,1
1,8,337,1
1,10,393,1
2,19,337,1
1,9,390,1
2,17,436,1
2,0,336,1
1,18,967,1
14,14,336,1
1,11,337,1
2,16,312,1
2,16,333,1
3,12,337,1
3,21,393,1
1,19,486,1
11,9,336,1
1,10,336,1
3,10,487,1
2,21,324,1
7,20,170,1
1,13,905,1
6,11,417,1
2,20,336,1
2,15,336,1
4,19,336,1
2,11,336,1
4,14,486,1
3,13,336,1
9,4,336,1
6,18,221,1
3,18,349,1
5,11,336,1
1,20,245,1
4,16,336,1
1,13,960,1
1,10,223,1
2,20,336,1
1,0,336,1
2,10,336,1
2,12,336,1
2,20,336,1
3,10,485,1
3,10,346,1
27,10,336,1
1,19,888,1
1,21,346,1
2,16,487,1
8,12,336,1
3,13,324,1
9,16,332,1
118,18,297,1
2,13,336,1
2,13,336,1
1,7,336,1
6,10,331,1
1,21,346,1
1,16,485,1
7,18,336,1
1,14,346,1
3,17,486,1
1,1,324,1
1840,5,235,2
2,10,335,1
3,3,485,1
15,13,417,1
3,8,336,1
2,13,488,1
2,16,331,1
1,9,336,1
2,15,336,1
2,21,492,1
6,20,967,1
2,9,336,1
9,2,336,1
7,1,224,1
3,20,336,1
4,18,485,1
1,17,491,1
2,14,318,1
2,9,336,1
35,8,375,1
2,0,971,1
1,15,334,1
2,18,223,1
299,23,235,2
2,20,485,1
2,16,487,1
1,10,223,1
1,15,491,1
2,12,336,1
2,9,487,1
26,23,336,1
2,18,336,1
2,13,313,1
9,16,421,1
15,20,486,1
1,10,336,1
1,10,332,1
10,16,335,1
6,16,336,1
1,11,917,1
13,13,336,1
12,14,417,1
10,14,331,1
7,22,486,1
4,19,0,1
2,14,339,1
24,5,297,2
1,8,336,1
1,10,332,1
1,21,336,1
2,18,337,1
435,21,263,2
2,22,467,1
4,14,349,1
2,21,333,1
2,18,336,1
1,9,336,1
1,16,333,1
2,9,336,1
2,12,336,1
15,17,339,1
2,18,336,1
23,20,324,1
